dates,shore,Hs,Tp,Dir,Eng
28/01/2000,331.758536,0.835884988,8.98452282,130.6871948,3.075984533
29/01/2000,331.7907041,0.774215102,8.330306053,122.2576447,2.446697705
30/01/2000,331.8242285,0.617080927,10.18765926,108.8860703,1.900880159
31/01/2000,331.8556329,1.306619287,11.33838558,156.9980011,9.48517681
1/02/2000,331.8849172,1.698786378,11.70687771,164.604126,16.55444791
2/02/2000,331.9120816,1.790145755,10.61285686,163.9724579,16.66499443
3/02/2000,331.9371259,1.499838948,11.27852821,164.050827,12.43190734
4/02/2000,331.9600502,1.121991396,10.73027802,161.3454285,6.61890439
5/02/2000,331.9808544,0.860705674,9.707855225,161.3852997,3.523941603
6/02/2000,331.9995387,0.669013441,10.66660309,157.8743591,2.339332214
7/02/2000,332.0161029,0.699084759,11.84997845,154.5352478,2.837744618
8/02/2000,332.0305471,1.160463572,13.31124973,162.9593201,8.783708921
9/02/2000,332.0456825,0.972494364,11.95880699,163.7470245,5.541892827
10/02/2000,332.0615091,1.035309911,13.68967056,162.4410706,7.190015392
11/02/2000,332.0780269,1.059175968,12.34133244,163.5834351,6.784133224
12/02/2000,332.0952358,0.777174532,11.01180172,161.964035,3.259054203
13/02/2000,332.113136,0.621663213,10.01143169,147.1146851,1.895844032
14/02/2000,332.1317273,0.802090645,12.71096992,148.254303,4.007021504
15/02/2000,332.1510099,1.042851567,12.1799984,147.6363983,6.49065174
16/02/2000,332.1763466,0.90509665,10.95662403,140.1780396,4.398076248
17/02/2000,332.2077374,0.85574162,8.919511795,136.7365112,3.200534213
18/02/2000,332.2451824,0.956360936,5.877638817,153.5351563,2.634162918
19/02/2000,332.2886816,0.824715734,7.978234291,117.2469025,2.658957686
20/02/2000,332.3382349,0.682283044,7.808116913,107.8832397,1.781031269
21/02/2000,332.3938424,0.592642069,6.858343124,123.7539825,1.180321296
22/02/2000,332.455504,1.007147908,12.28959084,164.6790466,6.108295153
23/02/2000,332.5232197,1.042374253,10.57266617,166.2943115,5.628957257
24/02/2000,332.5969897,0.712354243,10.03587055,163.8370514,2.495417186
25/02/2000,332.6718778,0.640851617,11.93083668,160.3934631,2.400943553
26/02/2000,332.747884,1.23101151,14.66187668,161.7846527,10.88704128
27/02/2000,332.8250085,0.891636133,11.19958019,164.6075592,4.362878745
28/02/2000,332.9032511,0.962088823,14.20212173,160.0869141,6.441390811
29/02/2000,332.982612,0.890681505,11.61580467,159.0579681,4.515337829
1/03/2000,333.063091,0.846004248,14.65404987,150.4180603,5.13923921
2/03/2000,333.1446882,0.967816591,14.79180431,116.047493,6.788961695
3/03/2000,333.2198567,1.042851448,13.67305851,111.3673782,7.286293301
4/03/2000,333.2885967,0.760659158,11.77446556,104.8142624,3.338239414
5/03/2000,333.350908,0.578799784,16.03999901,152.319931,2.633038067
6/03/2000,333.4067907,0.454505324,14.88115788,154.2121887,1.506297496
7/03/2000,333.4562448,0.816696763,13.06008339,158.0709381,4.268386115
8/03/2000,333.4992703,0.601806641,15.42730904,159.0064087,2.737790494
9/03/2000,333.5358671,0.915979505,13.3743515,155.6618042,5.498450579
10/03/2000,333.5660354,1.277407289,9.719407082,159.1129456,7.771317135
11/03/2000,333.589775,0.833975792,12.11250401,155.0810089,4.127973521
12/03/2000,333.607086,0.702139616,15.77823734,159.974884,3.811549106
13/03/2000,333.6179683,1.795205355,10.77485943,159.9281311,17.0151571
14/03/2000,333.6224221,2.233768225,9.466903687,132.9176331,23.14622959
15/03/2000,333.6204472,1.707378268,9.278553009,112.8252335,13.2536602
16/03/2000,333.6120437,1.287335396,8.115797997,112.3131638,6.590384149
17/03/2000,333.5972116,1.107862711,10.31195354,105.1125641,6.201673776
18/03/2000,333.5759509,0.926766932,9.985369682,104.0306778,4.202437728
19/03/2000,333.5482615,0.733451903,10.29209709,132.8049011,2.712959022
20/03/2000,333.5141435,1.29048574,11.15251637,162.6094666,9.100711964
21/03/2000,333.473597,1.409338832,10.31090355,152.9907837,10.03514475
22/03/2000,333.4266217,1.491724372,8.724192619,158.2881317,9.512583816
23/03/2000,333.3732179,0.986813962,8.173840523,158.1891479,3.900253283
24/03/2000,333.3133855,0.847054303,9.866230965,142.2620544,3.468724948
25/03/2000,333.2471244,1.249340653,11.52425385,108.2839661,8.813951168
26/03/2000,333.1744347,1.584802151,10.58011246,102.3205719,13.02076402
27/03/2000,333.0953164,1.404183745,12.41827679,139.3270874,11.99790167
28/03/2000,333.009126,0.989200652,11.61064911,151.9061584,5.567001883
29/03/2000,332.9158635,0.764382243,12.61455059,158.4434662,3.611511832
30/03/2000,332.815529,0.60390687,12.02095509,163.1256409,2.148201398
31/03/2000,332.7081223,0.636364758,15.22129822,160.319931,3.020369079
1/04/2000,332.5936436,0.598369956,15.39790726,152.5742493,2.701452519
2/04/2000,332.4720928,0.825765789,10.26116657,107.7849503,3.428519235
3/04/2000,332.34347,0.804190874,10.60903835,141.3410187,3.361943265
4/04/2000,332.2167701,0.684765041,10.41343117,154.8445282,2.39261649
5/04/2000,332.0919931,0.450877666,10.70230675,152.1267853,1.066082762
6/04/2000,331.9691392,0.394744694,13.87840271,162.0437775,1.059663969
7/04/2000,331.8482082,0.59378767,18.13248062,155.8439484,3.132677245
8/04/2000,331.7292002,0.980417907,14.31944752,160.1824493,6.744423174
