dates,shore,Hs,Tp,Dir,Eng,,,real_dates
23/11/1999,373.6398874,0.528585613,15.45738125,11.73293877,2.116229066,,,2/11/2003
24/11/1999,373.7796912,0.629968643,13.83897591,7.914062977,2.691149962,,,18/11/2003
25/11/1999,373.9182031,0.635696471,12.59593582,6.287810326,2.494170394,,,4/12/2003
26/11/1999,374.055423,0.85249579,11.74086189,13.19560432,4.181003633,,,5/01/2004
27/11/1999,374.191351,1.071395397,6.138542652,21.75783157,3.452716422,,,21/01/2004
28/11/1999,374.3259871,1.129533172,7.589599133,44.62709427,4.744745223,,,6/02/2004
29/11/1999,374.4593313,0.987100422,9.221942902,46.1007576,4.402923953,,,14/02/2004
30/11/1999,374.5913835,0.517034411,9.319029808,62.32891846,1.220690819,,,1/03/2004
1/12/1999,374.7221437,0.426152468,9.342418671,50.89634705,0.83135291,,,25/03/2004
2/12/1999,374.851612,0.466438353,11.77408504,27.46139717,1.255196602,,,2/04/2004
3/12/1999,374.9797884,0.546341956,13.02418804,7.78553009,1.904916062,,,18/04/2004
4/12/1999,375.1066729,0.507965326,11.72682953,16.35737991,1.482671121,,,4/05/2004
5/12/1999,375.2322654,0.517607152,11.63699722,25.77122498,1.527698135,,,12/05/2004
6/12/1999,375.356566,0.540900469,11.03070354,28.2745285,1.581371868,,,20/05/2004
7/12/1999,375.4795746,0.607534528,10.26889896,35.36103058,1.857213753,,,28/05/2004
8/12/1999,375.6012913,0.672641098,10.21448421,35.32941437,2.264536474,,,7/07/2004
9/12/1999,375.7217161,0.64046967,15.85861778,18.77407455,3.187561325,,,23/07/2004
10/12/1999,375.8408489,0.702807844,16.01250458,11.08752537,3.875507186,,,16/08/2004
